ifd0_make#ifd0_model#ifds_SensingMethod#Count
1#1##1425
1#2##1984
1#2#One-chip color area sensor#46
1#169##7
1#1339##121
1#1998##16
1#2318##150
2#3##9
3#4##13
3#4#One-chip color area sensor#23169
3#13#One-chip color area sensor#3452
3#15##56
3#15#One-chip color area sensor#25761
3#31##73
3#31#One-chip color area sensor#20243
3#32#One-chip color area sensor#1960
3#34##139
3#34#One-chip color area sensor#8415
3#63#One-chip color area sensor#2199
3#87#One-chip color area sensor#1361
3#95##6660
3#95#One-chip color area sensor#1215
3#137#One-chip color area sensor#2834
3#176##21
3#176#One-chip color area sensor#6726
3#460#One-chip color area sensor#1404
3#598#One-chip color area sensor#79
3#1082##1
3#1082#One-chip color area sensor#699
3#1433##19
3#1636#One-chip color area sensor#113
3#2173##104
3#3617#One-chip color area sensor#122
3#3796#One-chip color area sensor#2
3#4037##14
3#4150##1
3#4177##16
4#5#One-chip color area sensor#165
4#6#One-chip color area sensor#2339
4#45##6
4#45#One-chip color area sensor#2347
4#46##1
4#46#One-chip color area sensor#1848
4#64#One-chip color area sensor#1144
4#94#One-chip color area sensor#746
4#103##4
4#103#One-chip color area sensor#2881
4#107#One-chip color area sensor#63
4#109#One-chip color area sensor#277
4#131##9
4#131#One-chip color area sensor#1421
4#141#One-chip color area sensor#432
4#175#One-chip color area sensor#1861
4#187#One-chip color area sensor#78
4#188#One-chip color area sensor#237
4#203##1
4#203#One-chip color area sensor#75
4#227##5
4#227#One-chip color area sensor#1107
4#253#One-chip color area sensor#306
4#261#One-chip color area sensor#19
4#266#One-chip color area sensor#718
4#267##5
4#267#One-chip color area sensor#413
4#268#0#12
4#268#One-chip color area sensor#1004
4#269##7
4#269#One-chip color area sensor#2759
4#309#One-chip color area sensor#4039
4#310##53
4#310#One-chip color area sensor#4626
4#327#One-chip color area sensor#288
4#328#One-chip color area sensor#86
4#334##1
4#334#One-chip color area sensor#746
4#376#One-chip color area sensor#871
4#387#One-chip color area sensor#434
4#399#One-chip color area sensor#2
4#400##18
4#400#One-chip color area sensor#811
4#407#One-chip color area sensor#228
4#428#One-chip color area sensor#101
4#429#One-chip color area sensor#1149
4#453##2
4#453#One-chip color area sensor#368
4#454#One-chip color area sensor#1549
4#482##19
4#482#One-chip color area sensor#3320
4#504#One-chip color area sensor#198
4#506#One-chip color area sensor#50
4#507#One-chip color area sensor#95
4#508#One-chip color area sensor#8
4#516##414
4#516#One-chip color area sensor#1930
4#523#One-chip color area sensor#103
4#535##1
4#535#One-chip color area sensor#220
4#536#One-chip color area sensor#405
4#537#One-chip color area sensor#15
4#538##1
4#538#One-chip color area sensor#446
4#539#One-chip color area sensor#1209
4#557#One-chip color area sensor#605
4#558#One-chip color area sensor#239
4#559#One-chip color area sensor#411
4#560#One-chip color area sensor#313
4#585#One-chip color area sensor#1338
4#592#One-chip color area sensor#125
4#625#One-chip color area sensor#2967
4#631#One-chip color area sensor#797
4#632##29
4#636#One-chip color area sensor#229
4#639#One-chip color area sensor#385
4#647##31
4#681#8032#1
4#681#One-chip color area sensor#854
4#692##1
4#692#One-chip color area sensor#939
4#693##4
4#693#One-chip color area sensor#111
4#705#One-chip color area sensor#1257
4#707#One-chip color area sensor#368
4#726#One-chip color area sensor#1377
4#774#One-chip color area sensor#256
4#780#One-chip color area sensor#1558
4#830#One-chip color area sensor#56
4#865#One-chip color area sensor#1716
4#868#One-chip color area sensor#85
4#884##88
4#884#One-chip color area sensor#450
4#899##1
4#899#One-chip color area sensor#426
4#901#0#19
4#901#One-chip color area sensor#767
4#907#One-chip color area sensor#607
4#912#One-chip color area sensor#211
4#917#One-chip color area sensor#7
4#921#One-chip color area sensor#287
4#936#One-chip color area sensor#74
4#971#One-chip color area sensor#871
4#984##5
